,Class,Class X,Class Y,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Bld X,Bld Y,Dpt,Bld capacity,Day,Start,Stop,Notes,Unit Dept,Start Mtg Dt,End Mtg Dt,Session ID,Session Desc,Session Start Dt,Session End Dt,School Drop Dt,Last Reg Dt,Eligible Grade Dt,Last Drop w/o W Dt,Last Drop with W Dt,XRG,Non XRG,Bld.1,class_code,dpt_address,bld_address
3669,CAS PO316 A1,42.3505343,-71.1037761,Race & Justice,Piston,4,Independent,63,65,CAS,B18,42.35083,-71.10515,,,"Tue,Thu",12:30:00,13:45:00,Mts w/CAS AA319,,2023-09-05,2023-12-12,,,,,,,,,,0,63,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3670,CAS PO321 A1,42.3505343,-71.1037761,US Public Polcy,Martin,4,Independent,65,65,CAS,B20,42.35083,-71.10515,,,"Tue,Thu",11:00:00,12:15:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,5,60,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3671,CAS PO324 A1,42.3505343,-71.1037761,Comp Public Pol,Olsson,4,Independent,Cancelled,Cancelled,,,,,,,"Tue,Thu",11:00:00,12:15:00,,,2023-09-05,2023-12-12,,,,,,,,,,Cancelled,Cancelled,,PO,232 Bay State Road,
3672,CAS PO329 A1,42.3505343,-71.1037761,Int'L Pol Ec,Hernandez,4,Independent,9,10,CAS,225,42.35083,-71.10515,,,Mon,18:30:00,21:15:00,Mts w/CAS IR390,,2023-09-11,2023-12-11,,,,,,,,,,0,9,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3673,CAS PO330 T1,42.3505343,-71.1037761,Topics Comp Pol,Tekinirk,4,Independent,Cancelled,Cancelled,,,,,,,"Tue,Thu",09:30:00,10:45:00,,20212.0,2023-09-05,2023-12-12,,,,,,,,,,Cancelled,Cancelled,,PO,232 Bay State Road,
3674,CAS PO333 A1,42.3505343,-71.1037761,Dem Erosion,Hecan,4,Independent,20,20,CAS,318,42.35083,-71.10515,,,"Tue,Thu",12:30:00,13:45:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,1,19,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3675,CAS PO334 A1,42.3505343,-71.1037761,Pol Violence,Rosenzweig,4,Independent,43,45,CAS,237,42.35083,-71.10515,,,"Tue,Thu",09:30:00,10:45:00,,,2023-09-05,2023-12-12,,,,,,,,,,1,42,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3676,CAS PO341 A1,42.3505343,-71.1037761,Europe Politics,Perez,4,Independent,19,32,CAS,228,42.35083,-71.10515,,,"Tue,Thu",14:00:00,15:15:00,Mts w/CAS IR362,20212.0,2023-09-05,2023-12-12,,,,,,,,,,0,19,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3677,CAS PO343 A1,42.3505343,-71.1037761,Europe & IR,Berger,4,Independent,8,13,CAS,B36,42.35083,-71.10515,,,"Mon,Wed,Fri",13:25:00,14:15:00,Mts w/CAS IR250,20212.0,2023-09-06,2023-12-11,,,,,,,,,,0,8,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3678,CAS PO346 A1,42.3505343,-71.1037761,Gender&Violence,McEvoy,4,Independent,Cancelled,Cancelled,,,,,,,"Tue,Thu",12:30:00,13:45:00,Mts w/CAS WS325,20212.0,2023-09-05,2023-12-12,,,,,,,,,,Cancelled,Cancelled,,PO,232 Bay State Road,
3679,CAS PO346 B1,42.3505343,-71.1037761,Gender&Violence,McEvoy,4,Independent,15,15,CGS,113,42.35146,-71.11465,,,"Tue,Thu",11:00:00,12:15:00,"Mts w/CAS WS325, Class Full",20212.0,2023-09-05,2023-12-12,,,,,,,,,,0,15,,PO,232 Bay State Road,871 Commonwealth Avenue
3680,CAS PO351 A1,42.3505343,-71.1037761,China:Rev-Ref,Fewsmith,4,Independent,5,10,CAS,222,42.35083,-71.10515,,,"Mon,Wed,Fri",10:10:00,11:00:00,Mts w/CAS IR370,20212.0,2023-09-06,2023-12-11,,,,,,,,,,0,5,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3681,CAS PO352 A1,42.3505343,-71.1037761,Rise of China,Ye,4,Independent,10,10,CAS,233,42.35083,-71.10515,,,"Tue,Thu",09:30:00,10:45:00,"Mts w/CAS IR365, Class Full",20212.0,2023-09-05,2023-12-12,,,,,,,,,,0,10,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3682,CAS PO357 A1,42.3505343,-71.1037761,Cause War&Peace,Grace,4,Independent,34,35,CAS,315,42.35083,-71.10515,,,"Mon,Wed,Fri",09:05:00,09:55:00,Mts w/CAS IR347,,2023-09-06,2023-12-11,,,,,,,,,,1,33,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3683,CAS PO360 A1,42.3505343,-71.1037761,Intro La Pol&IR,Nolan,4,Independent,10,10,EPC,204,42.35,-71.10783,,,"Tue,Thu",11:00:00,12:15:00,"Mts w/CAS IR367 Mts w/CAS HI399, Class Full",20212.0,2023-09-05,2023-12-12,,,,,,,,,,0,10,,PO,232 Bay State Road,750 Commonwealth Avenue
3684,CAS PO373 A1,42.3505343,-71.1037761,Afr Pol Today,Woldegebriel,4,Independent,8,15,MUG,205,42.35172,-71.10793,,,"Mon,Wed,Fri",12:20:00,13:10:00,Mts w/CAS IR343,,2023-09-06,2023-12-11,,,,,,,,,,0,8,,PO,232 Bay State Road,771 Commonwealth Avenue
3685,CAS PO375 A1,42.3505343,-71.1037761,Protest,Walton,4,Independent,42,45,CAS,237,42.35083,-71.10515,,,"Tue,Thu",11:00:00,12:15:00,,,2023-09-05,2023-12-12,,,,,,,,,,1,41,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3686,CAS PO381 A1,42.3505343,-71.1037761,Am Foreign Rel,Mayers,4,Independent,29,30,CAS,313,42.35083,-71.10515,,,"Mon,Wed,Fri",13:25:00,14:15:00,Mts w/CAS IR376 Mts w/CAS HI287,20212.0,2023-09-06,2023-12-11,,,,,,,,,,0,29,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3687,CAS PO384 A1,42.3505343,-71.1037761,Glo Gov&Int Org,Selin,4,Independent,11,10,BRB,122,42.34868,-71.10133,,,"Tue,Thu",12:30:00,13:45:00,"Mts w/CAS IR373, Class Full",,2023-09-05,2023-12-12,,,,,,,,,,0,11,,PO,232 Bay State Road,5 Cummington Mall
3688,CAS PO390 A1,42.3505343,-71.1037761,Topics Theory,Cohen,4,Independent,31,75,PHO,210,42.34942,-71.1063,,,"Tue,Thu",15:30:00,16:45:00,,,2023-09-05,2023-12-12,,,,,,,,,,1,30,,PO,232 Bay State Road,6-8 St. Mary's Street
3689,CAS PO394 A1,42.3505343,-71.1037761,Catastrophe&Mem,Castillo,4,Independent,25,25,CAS,326,42.35083,-71.10515,,,"Mon,Wed,Fri",13:25:00,14:15:00,"Mts w/CAS HI221, Class Full",20212.0,2023-09-06,2023-12-11,,,,,,,,,,0,25,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3690,CAS PO396 A1,42.3505343,-71.1037761,Phil of Sex&Gen,Anderson,4,Independent,4,5,CAS,227,42.35083,-71.10515,,,"Mon,Wed,Fri",12:20:00,13:10:00,Mts w/CAS PH256 Mts w/CAS WS396,20212.0,2023-09-06,2023-12-11,,,,,,,,,,0,4,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3691,CAS PO399 A1,42.3505343,-71.1037761,Data Sci. Pol.,Palmer,4,Independent,65,65,CAS,224,42.35083,-71.10515,,,"Tue,Thu",09:30:00,10:45:00,"Mts w/CAS PO599, Class Full",,2023-09-05,2023-12-12,,,,,,,,,,0,65,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3692,CAS PO409 A1,42.3505343,-71.1037761,Pol Psych Grps,Slaughter,4,Independent,14,15,PSY,B50,42.34939,-71.10395,,,Thu,15:30:00,18:15:00,,,2023-09-07,2023-12-07,,,,,,,,,,0,14,,PO,232 Bay State Road,64-72-86 Cummington Mall
3693,CAS PO503 A1,42.3505343,-71.1037761,US in Mideast,Lori,4,Independent,Cancelled,Cancelled,,,,,,,Tue,15:30:00,18:15:00,Mts w/CAS IR503,,2023-09-05,2023-12-12,,,,,,,,,,Cancelled,Cancelled,,PO,232 Bay State Road,
3694,CAS PO505 A1,42.3505343,-71.1037761,Readings Am Pol,Brown,4,Independent,3,20,PLS,312B,45.35062,-71.10398,,,Mon,08:00:00,10:45:00,,,2023-09-11,2023-12-11,,,,,,,,,,0,3,,PO,232 Bay State Road,232 Bay State Road
3695,CAS PO507 A1,42.3505343,-71.1037761,Amer Const LAW,Vayo,4,Independent,20,20,PLS,312B,45.35062,-71.10398,,,Mon,14:30:00,17:15:00,"WebReg Restricted, Class Full",,2023-09-11,2023-12-11,,,,,,,,,,0,20,,PO,232 Bay State Road,232 Bay State Road
3696,CAS PO508 A1,42.3505343,-71.1037761,Judic&Civil Lib,Stoddard,4,Independent,13,20,PSY,B45,42.34939,-71.10395,,,Fri,14:30:00,17:15:00,WebReg Restricted,,2023-09-08,2023-12-08,,,,,,,,,,0,13,,PO,232 Bay State Road,64-72-86 Cummington Mall
3697,CAS PO519 A1,42.3505343,-71.1037761,Inequalty&Am Po,Einstein,4,Independent,18,18,PLS,312B,45.35062,-71.10398,,,Thu,08:00:00,10:45:00,"Mts w/CAS AA519, Class Full",,2023-09-07,2023-12-07,,,,,,,,,,0,18,,PO,232 Bay State Road,232 Bay State Road
3698,CAS PO520 A1,42.3505343,-71.1037761,Reading Pub Pol,Meade,4,Independent,15,20,JSC,107,42.35119,-71.10009,,,Thu,15:30:00,18:15:00,,20212.0,2023-09-07,2023-12-07,,,,,,,,,,1,14,,PO,232 Bay State Road,147 Bay State Road
3699,CAS PO528 A1,42.3505343,-71.1037761,Pol Econ Indus,Martin,4,Independent,16,20,PLS,312B,45.35062,-71.10398,,,Tue,15:30:00,18:15:00,,,2023-09-05,2023-12-12,,,,,,,,,,0,16,,PO,232 Bay State Road,232 Bay State Road
3700,CAS PO529 A1,42.3505343,-71.1037761,Globalization,Olsson,4,Independent,Cancelled,Cancelled,,,,,,,Fri,11:15:00,14:00:00,,,2023-09-08,2023-12-08,,,,,,,,,,Cancelled,Cancelled,,PO,232 Bay State Road,
3701,CAS PO530 A1,42.3505343,-71.1037761,Readngs Comp Po,Walton,4,Independent,8,20,PSY,B50,42.34939,-71.10395,,,Wed,14:30:00,17:15:00,,,2023-09-06,2023-12-06,,,,,,,,,,0,8,,PO,232 Bay State Road,64-72-86 Cummington Mall
3702,CAS PO533 A1,42.3505343,-71.1037761,Glob Nationalsm,Greenfeld,4,Independent,7,20,STH,525,42.35073,-71.10766,,,Tue,15:30:00,18:15:00,,20212.0,2023-09-05,2023-12-12,,,,,,,,,,0,7,,PO,232 Bay State Road,745 Commonwealth Avenue
3703,CAS PO535 A1,42.3505343,-71.1037761,European Integr,Schilde,4,Independent,6,6,IRC,220,42.35072,-71.1005,,,Thu,12:30:00,15:15:00,"Mts w/CAS IR550, Class Full",20212.0,2023-09-07,2023-12-07,,,,,,,,,,0,6,,PO,232 Bay State Road,152 Bay State Road
3704,CAS PO536 A1,42.3505343,-71.1037761,Social Europe,Schmidt,4,Independent,4,7,IRC,220,42.35072,-71.1005,,,Tue,18:30:00,21:15:00,Mts w/CAS IR551,,2023-09-05,2023-12-12,,,,,,,,,,0,4,,PO,232 Bay State Road,152 Bay State Road
3705,CAS PO540 A1,42.3505343,-71.1037761,Prohibition,Palmer,4,Independent,Cancelled,Cancelled,,,,,,,Tue,12:30:00,15:15:00,,,2023-09-05,2023-12-12,,,,,,,,,,Cancelled,Cancelled,,PO,232 Bay State Road,
3706,CAS PO542 A1,42.3505343,-71.1037761,Immigration,Perez,4,Independent,9,20,PLS,312B,45.35062,-71.10398,,,Wed,14:30:00,17:15:00,,,2023-09-06,2023-12-06,,,,,,,,,,1,8,,PO,232 Bay State Road,232 Bay State Road
3707,CAS PO552 A1,42.3505343,-71.1037761,Japan/Intl Pltc,Grimes,4,Independent,1,5,IRC,220,42.35072,-71.1005,,,Mon,14:30:00,17:15:00,Mts w/CAS IR579,,2023-09-11,2023-12-11,,,,,,,,,,0,1,,PO,232 Bay State Road,152 Bay State Road
3708,CAS PO553 A1,42.3505343,-71.1037761,Taiwan Politics,Fewsmith,4,Independent,7,10,IRB,102,42.35073,-71.10058,,,Fri,14:30:00,17:15:00,Mts w/CAS IR582,,2023-09-08,2023-12-08,,,,,,,,,,0,7,,PO,232 Bay State Road,154 Bay State Road
3709,CAS PO559 A1,42.3505343,-71.1037761,War Peace Diplo,Mayers,4,Independent,8,10,HIS,304,42.35043,-71.10367,,,Mon,18:30:00,21:15:00,Mts w/CAS HI559,,2023-09-11,2023-12-11,,,,,,,,,,0,8,,PO,232 Bay State Road,226 Bay State Road
3710,CAS PO560 A1,42.3505343,-71.1037761,Rwanda Genocide,Longman,4,Independent,14,15,PLS,312B,45.35062,-71.10398,,,"Tue,Thu",11:00:00,12:15:00,Mts w/GRS IR660,,2023-09-05,2023-12-12,,,,,,,,,,0,14,,PO,232 Bay State Road,232 Bay State Road
3711,CAS PO565 A1,42.3505343,-71.1037761,US-Lat Am Rltns,Heine,4,Independent,6,6,COM,109,42.34906,-71.10246,,,"Mon,Wed",16:30:00,17:45:00,"Mts w/CAS IR568, Class Closed",,2023-09-06,2023-12-11,,,,,,,,,,0,6,,PO,232 Bay State Road,640 Commonwealth Avenue
3712,CAS PO582 A1,42.3505343,-71.1037761,No.atl/Eur Sec,Schilde,4,Independent,6,6,IEC,B05,42.35106,-71.11525,,,"Tue,Thu",09:30:00,10:45:00,"Mts w/CAS IR589, Class Full",,2023-09-05,2023-12-12,,,,,,,,,,0,6,,PO,232 Bay State Road,888 Commonwealth Avenue
3713,CAS PO587 A1,42.3505343,-71.1037761,Ethics & IR,Grace,4,Independent,3,20,PSY,B45,42.34939,-71.10395,,,Wed,14:30:00,17:15:00,,,2023-09-06,2023-12-06,,,,,,,,,,1,2,,PO,232 Bay State Road,64-72-86 Cummington Mall
3714,CAS PO589 A1,42.3505343,-71.1037761,Modern:Relig&IR,Menchik,4,Independent,4,5,CGS,323,42.35146,-71.11465,,,"Mon,Wed",14:30:00,15:45:00,Mts w/CAS IR561 Mts w/STH TX874,20212.0,2023-09-06,2023-12-11,,,,,,,,,,0,4,,PO,232 Bay State Road,871 Commonwealth Avenue
3715,CAS PO594 A1,42.3505343,-71.1037761,Adv Fem Theory,Maxwell,4,Independent,14,15,PLS,312B,45.35062,-71.10398,,,Tue,12:30:00,15:15:00,Mts w/CAS WS594,,2023-09-05,2023-12-12,,,,,,,,,,0,14,,PO,232 Bay State Road,232 Bay State Road
3716,CAS PO599 A1,42.3505343,-71.1037761,Data Sci. Poli.,Palmer,4,Independent,5,10,CAS,224,42.35083,-71.10515,,,"Tue,Thu",09:30:00,10:45:00,"WebReg Restricted, Mts w/CAS PO399",,2023-09-05,2023-12-12,,,,,,,,,,1,4,,PO,232 Bay State Road,685-725 Commonwealth Avenue
3717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,CAS PS101 AA,42.348337,-71.100772,General Psych,Gehrenbeck-S,4,Lecture,225,225,MOR,101,42.34915,-71.10092,,,"Tue,Thu",15:30:00,16:45:00,Class Full,20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,225,,PS,64 Cummington Mall,602 Commonwealth Avenue
3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,CAS PS101 A1,42.348337,-71.100772,General Psych,Gehrenbeck-S,0,Discussion,22,25,PSY,212,42.34939,-71.10395,,,Wed,08:00:00,08:50:00,,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,22,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3722,CAS PS101 A2,42.348337,-71.100772,General Psych,Gehrenbeck-S,0,Discussion,25,25,PSY,212,42.34939,-71.10395,,,Wed,09:05:00,09:55:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3723,CAS PS101 A3,42.348337,-71.100772,General Psych,Gehrenbeck-S,0,Discussion,25,25,COM,109,42.34906,-71.10246,,,Wed,10:10:00,11:00:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,25,,PS,64 Cummington Mall,640 Commonwealth Avenue
3724,CAS PS101 A4,42.348337,-71.100772,General Psych,Gehrenbeck-S,0,Discussion,25,25,PRB,150,42.34884,-71.10118,,,Wed,11:15:00,12:05:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,25,,PS,64 Cummington Mall,3 Cummington Street
3725,CAS PS101 A5,42.348337,-71.100772,General Psych,Gehrenbeck-S,0,Discussion,25,25,COM,111,42.34906,-71.10246,,,Wed,12:20:00,13:10:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,25,,PS,64 Cummington Mall,640 Commonwealth Avenue
3726,CAS PS101 A6,42.348337,-71.100772,General Psych,Gehrenbeck-S,0,Discussion,25,25,PSY,212,42.34939,-71.10395,,,Wed,13:25:00,14:15:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3727,CAS PS101 A7,42.348337,-71.100772,General Psych,Gehrenbeck-S,0,Discussion,25,25,PSY,210,42.34939,-71.10395,,,Wed,14:30:00,15:20:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3728,CAS PS101 A8,42.348337,-71.100772,General Psych,Gehrenbeck-S,0,Discussion,25,25,PSY,212,42.34939,-71.10395,,,Wed,15:35:00,16:25:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3729,CAS PS101 A9,42.348337,-71.100772,General Psych,Gehrenbeck-S,0,Discussion,25,25,PSY,212,42.34939,-71.10395,,,Wed,16:40:00,17:30:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,CAS PS101 BB,42.348337,-71.100772,General Psych,Wells,4,Lecture,192,225,STO,B50,45.350221,-71.103841,,,"Mon,Wed,Fri",10:10:00,11:00:00,,20220.0,2023-09-06,2023-12-11,,,,,,,,,,0,192,,PS,64 Cummington Mall,675 Commonwealth Avenue
3732,CAS PS101 B1,42.348337,-71.100772,General Psych,Wells,0,Discussion,25,25,PSY,212,42.34939,-71.10395,,,Tue,11:15:00,12:05:00,Class Full,20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3733,CAS PS101 B2,42.348337,-71.100772,General Psych,Wells,0,Discussion,25,25,KCB,103,42.34962,-71.0981,,,Tue,12:30:00,13:20:00,Class Full,20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,25,,PS,64 Cummington Mall,565 Commonweatlh Avenue
3734,CAS PS101 B3,42.348337,-71.100772,General Psych,Wells,0,Discussion,25,25,PSY,B47,42.34939,-71.10395,,,Tue,14:00:00,14:50:00,Class Full,20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3735,CAS PS101 B4,42.348337,-71.100772,General Psych,Wells,0,Discussion,24,25,PSY,212,42.34939,-71.10395,,,Tue,15:35:00,16:25:00,,20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,24,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3736,CAS PS101 B5,42.348337,-71.100772,General Psych,Wells,0,Discussion,25,25,PSY,212,42.34939,-71.10395,,,Thu,09:30:00,10:20:00,Class Full,20220.0,2023-09-07,2023-12-07,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3737,CAS PS101 B6,42.348337,-71.100772,General Psych,Wells,0,Discussion,25,25,PSY,212,42.34939,-71.10395,,,Thu,11:15:00,12:05:00,Class Full,20220.0,2023-09-07,2023-12-07,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3738,CAS PS101 B7,42.348337,-71.100772,General Psych,Wells,0,Discussion,19,25,SAR,300,42.34981,-71.102,,,Thu,12:30:00,13:20:00,,20220.0,2023-09-07,2023-12-07,,,,,,,,,,0,19,,PS,64 Cummington Mall,635 Commonwealth Avenue
3739,CAS PS101 B8,42.348337,-71.100772,General Psych,Wells,0,Discussion,22,25,PSY,B45,42.34939,-71.10395,,,Thu,14:00:00,14:50:00,,20220.0,2023-09-07,2023-12-07,,,,,,,,,,0,22,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3740,CAS PS101 B9,42.348337,-71.100772,General Psych,Wells,0,Discussion,4,25,PSY,212,42.34939,-71.10395,,,Thu,15:35:00,16:25:00,,20220.0,2023-09-07,2023-12-07,,,,,,,,,,0,4,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,CAS PS101 CC,42.348337,-71.100772,General Psych,Dunne,4,Lecture,80,80,CAS,313,42.35083,-71.10515,,,"Mon,Wed,Fri",12:20:00,13:10:00,Class Full,20220.0,2023-09-06,2023-12-11,,,,,,,,,,0,80,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3743,CAS PS101 C1,42.348337,-71.100772,General Psych,Dunne,0,Discussion,20,20,PSY,B42,42.34939,-71.10395,,,Thu,09:30:00,10:20:00,Class Full,20220.0,2023-09-07,2023-12-07,,,,,,,,,,0,20,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3744,CAS PS101 C2,42.348337,-71.100772,General Psych,Dunne,0,Discussion,19,20,PSY,B36,42.34939,-71.10395,,,Thu,11:15:00,12:05:00,,20220.0,2023-09-07,2023-12-07,,,,,,,,,,0,19,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3745,CAS PS101 C3,42.348337,-71.100772,General Psych,Dunne,0,Discussion,21,20,PSY,B50,42.34939,-71.10395,,,Thu,12:30:00,13:20:00,Class Full,20220.0,2023-09-07,2023-12-07,,,,,,,,,,0,21,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3746,CAS PS101 C4,42.348337,-71.100772,General Psych,Dunne,0,Discussion,20,20,CAS,314,42.35083,-71.10515,,,Thu,14:00:00,14:50:00,Class Full,20220.0,2023-09-07,2023-12-07,,,,,,,,,,0,20,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,CAS PS101 DD,42.348337,-71.100772,General Psych,Shim,4,Lecture,156,180,PHO,206,42.34942,-71.1063,,,"Mon,Wed,Fri",11:15:00,12:05:00,,20220.0,2023-09-06,2023-12-11,,,,,,,,,,1,155,,PS,64 Cummington Mall,6-8 St. Mary's Street
3749,CAS PS101 D1,42.348337,-71.100772,General Psych,Shim,0,Discussion,25,30,PSY,B35,42.34939,-71.10395,,,Tue,09:30:00,10:20:00,,20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3750,CAS PS101 D2,42.348337,-71.100772,General Psych,Shim,0,Discussion,30,30,CAS,225,42.35083,-71.10515,,,Tue,11:15:00,12:05:00,Class Full,20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,30,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3751,CAS PS101 D3,42.348337,-71.100772,General Psych,Shim,0,Discussion,30,30,PSY,B35,42.34939,-71.10395,,,Tue,12:30:00,13:20:00,Class Full,20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3752,CAS PS101 D4,42.348337,-71.100772,General Psych,Shim,0,Discussion,30,30,COM,213,42.34906,-71.10246,,,Tue,14:00:00,14:50:00,Class Full,20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,30,,PS,64 Cummington Mall,640 Commonwealth Avenue
3753,CAS PS101 D5,42.348337,-71.100772,General Psych,Shim,0,Discussion,16,30,PSY,B39,42.34939,-71.10395,,,Tue,15:35:00,16:25:00,,20220.0,2023-09-05,2023-12-12,,,,,,,,,,1,15,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3754,CAS PS101 D6,42.348337,-71.100772,General Psych,Shim,0,Discussion,22,30,CAS,225,42.35083,-71.10515,,,Tue,17:00:00,17:50:00,,20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,22,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,CAS PS101 EE,42.348337,-71.100772,General Psych,Dunne,4,Lecture,99,100,CAS,211,42.35083,-71.10515,,,"Mon,Wed,Fri",16:40:00,17:30:00,,20220.0,2023-09-06,2023-12-11,,,,,,,,,,0,99,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3757,CAS PS101 E1,42.348337,-71.100772,General Psych,Dunne,0,Discussion,24,25,PSY,B47,42.34939,-71.10395,,,Fri,09:05:00,09:55:00,,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,24,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3758,CAS PS101 E2,42.348337,-71.100772,General Psych,Dunne,0,Discussion,25,25,PSY,B49,42.34939,-71.10395,,,Fri,10:10:00,11:00:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3759,CAS PS101 E3,42.348337,-71.100772,General Psych,Dunne,0,Discussion,24,25,PSY,B49,42.34939,-71.10395,,,Fri,11:15:00,12:05:00,,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,24,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3760,CAS PS101 E4,42.348337,-71.100772,General Psych,Dunne,0,Discussion,25,25,PSY,212,42.34939,-71.10395,,,Fri,12:20:00,13:10:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,CAS PS101 FF,42.348337,-71.100772,General Psych,Wells,4,Lecture,70,100,CAS,211,42.35083,-71.10515,,,"Mon,Wed,Fri",13:25:00,14:15:00,,20220.0,2023-09-06,2023-12-11,,,,,,,,,,0,70,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3763,CAS PS101 F1,42.348337,-71.100772,General Psych,Wells,0,Discussion,17,25,COM,109,42.34906,-71.10246,,,Fri,09:05:00,09:55:00,,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,17,,PS,64 Cummington Mall,640 Commonwealth Avenue
3764,CAS PS101 F2,42.348337,-71.100772,General Psych,Wells,0,Discussion,16,25,PSY,B47,42.34939,-71.10395,,,Fri,10:10:00,11:00:00,,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,16,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3765,CAS PS101 F3,42.348337,-71.100772,General Psych,Wells,0,Discussion,14,25,PSY,212,42.34939,-71.10395,,,Fri,11:15:00,12:05:00,,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,14,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3766,CAS PS101 F4,42.348337,-71.100772,General Psych,Wells,0,Discussion,23,25,COM,109,42.34906,-71.10246,,,Fri,12:20:00,13:10:00,,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,23,,PS,64 Cummington Mall,640 Commonwealth Avenue
